path_id,index,x,y,z
1,84,765.1894,-260.1175,564.0058
1,85,773.9576,-259.4869,555.8375
1,86,778.9070,-259.3893,544.9062
1,87,767.6802,-259.3893,540.6685
1,88,755.6919,-259.3618,541.1992
1,89,745.5073,-256.4512,546.8384
1,90,734.9452,-250.7926,546.1889
1,91,724.1007,-249.6800,541.1729
1,92,713.2257,-248.9641,536.1509
1,93,701.4248,-248.1784,534.1206
1,94,703.4312,-247.8404,545.9468
1,95,708.5453,-247.8001,556.8024
1,96,710.7108,-247.8984,568.6050
1,97,703.6439,-249.5748,578.1575
1,98,695.0577,-248.4510,586.4650
1,99,683.5538,-247.0426,589.5755
2,0,504.3042,-33.7911,316.7604
2,1,499.5736,-33.7911,305.7323
2,2,488.8382,-33.7911,300.3701
2,3,476.9297,-33.7911,298.8914
2,4,465.0562,-33.7911,300.6296
2,5,459.9542,-33.8792,311.4906
2,6,462.9906,-34.8745,323.0574
2,7,460.2742,-40.9123,333.0657
2,8,454.8129,-48.4298,340.6592
2,9,452.3852,-56.6976,349.0107
2,10,451.2600,-65.1029,357.5010
2,11,449.1147,-72.9493,366.3233
2,12,449.1741,-81.8282,374.3956
2,13,449.7201,-90.2619,382.9146
2,14,448.9472,-92.6497,394.6492
2,15,449.2343,-92.7374,406.6455
2,16,450.7923,-92.7396,418.5439
2,17,453.8654,-92.7396,430.1437
2,18,464.9617,-92.7396,434.7124
2,19,475.5029,-92.7396,428.9781
2,20,485.6121,-92.7396,422.5125
2,21,496.5523,-90.2190,426.7504
2,22,508.2478,-89.4905,424.1650
2,23,520.2464,-89.4905,423.9819
2,24,532.2352,-89.4905,423.4625
2,25,541.2943,-89.4905,415.5927
2,26,538.1642,-89.4905,404.0081
2,27,528.3674,-89.4905,397.0783
2,28,516.5235,-89.4905,399.0071
2,29,504.7276,-89.4985,401.2113
2,30,493.0704,-92.2664,400.5428
2,31,481.0917,-92.7396,400.0065
2,32,469.2251,-92.7396,398.2221
2,33,468.4099,-92.3549,386.2560
2,34,467.2637,-85.0116,376.8346
2,35,466.2588,-76.2193,368.7299
2,36,465.5818,-67.7903,360.2156
2,37,467.9751,-59.5174,351.8590
2,38,469.2182,-51.1204,343.3770
2,39,471.5752,-42.8424,335.0153
2,40,474.7630,-34.4403,327.0627
2,41,485.8649,-33.8352,322.5480
2,42,497.4411,-33.7946,319.3873
3,0,859.9882,-121.0224,320.8879
3,1,850.1320,-121.3640,327.7245
3,2,838.9642,-121.1889,323.3371
3,3,829.7190,-121.1857,315.6869
